b_id,BusinessID,Name,City,State,Stars,Latitude,Longitude
9630,gFdcQ6FTPW1gp8ywKKVUUw,Boccacinos Restaurant,Montr̩al,QC,2,45.5017304,-73.5705104
9631,S2VTuWT6LnpR_NC1upis6A,Snowdon Deli,Montreal,QC,4.5,45.484809,-73.6319483
9632,ORbDFcH_mvupg_uQ2LeZ2g,Restaurant India's Oven,Montr̩al,QC,4,45.528812,-73.622855
9633,HBj1GecZA4p1IHJukw3rng,Miss Jean Talon,Montr̩al,QC,4,45.525569,-73.6252831
9634,jWg5J2MRjhp1kgXTY8pSOw,Restaurant Blanche Neige,Montr̩al,QC,3.5,45.4992253,-73.6281621
9635,tPeEtJbu405oDTsK0Vy8Bg,Cuisine Bangkok,Montr̩al,QC,4,45.493982,-73.5787514
9636,OagCmpG3CxFXdRH8vxxTlg,Pizza Bella,Montr̩al,QC,4,45.4959268,-73.5788435
9637,nF37lu5xHJ_0E03hLJzQAg,Le Montr̩alais,Montr̩al,QC,3.5,45.50074432,-73.56788155
9638,EH_eLoNJy1ZGlQwNJ9n8jA,Just Noodles,Montr̩al,QC,3,45.491786,-73.5818709
9639,5N64spCCuy4-RuCizQho8A,Restaurant Zia,Montr̩al,QC,3.5,45.5036894,-73.5678053
9640,og6uuPtDJsOZC5PsqlvZfw,Le Clafouti,Montr̩al,QC,4,45.499919,-73.577423
9641,tK9gTB4bj4Z-iQ1daqkK7w,Joe Beef,Montr̩al,QC,4.5,45.4830986,-73.57517991
9642,jfD79Z9JKPMMDvcNZ_XrjA,Restaurant Rosalie,Montr̩al,QC,3,45.4973726,-73.5745699
9643,ZlgR0fUI2zbIv7VnpmWObg,Harvey's Restaurants,Montr̩al,QC,3.5,45.4995794,-73.5725611
9644,QHbfG8Rwubu1uZzCGvd7kg,Allo Inde,Montr̩al,QC,2.5,45.499605,-73.5743533
9645,Jfq6mF3DPKZS0AGmkM7NwA,Chez Cora,Montr̩al,QC,4.5,45.4996728,-73.5741394
9646,eh-x48N8EhXwa665lFGaSA,Cluny,Montr̩al,QC,4.5,45.4976464,-73.5571328
9647,2cM1L2ngS5YLR_3APAaxfQ,Cafe Imagination,Montr̩al,QC,4,45.4961092,-73.5731796
9648,F4Sn3Z9SP9xSGgGzqjrhlw,Restaurant La Maison Du Nord,Montr̩al,QC,4,45.494844,-73.5812561
9649,sldU1H3DyQyzLn5W5W4m1g,Roi Du Wonton (Le),Montr̩al,QC,4.5,45.4940137,-73.5819752
9650,RrsFnbqsHq91ta_Dw0ETWg,Cocktail Hawaii,Montr̩al,QC,4,45.4951644,-73.5799145
9651,cndx8W9hhTspDlzic6yplw,Umi Sushi,Verdun,QC,3.5,45.467512,-73.541729
9652,MgdPs9iYcFwS3kwbfxOcow,Le Grand Comptoir,Montr̩al,QC,3.5,45.5039603,-73.5683522
9653,kiwUEhj2KXh4krPqX13bnA,Irish Embassy Pub & Grill,Montr̩al,QC,3.5,45.4959984,-73.575645
9654,zNW9L58utBlWX0DhkajgWQ,Double Pizza,Montr̩al,QC,1.5,45.4854747,-73.6273808
9655,CsItrbBidc4UdubQSHb54g,Restaurant Chez Lien Plus,Montr̩al,QC,3.5,45.4988692,-73.5727873
9656,q-C5nkLAPmU0bR9xysC46A,Mikasa Sushi Bar,Montr̩al,QC,4,45.5013472,-73.575652
9657,JPeCyatOeupk_kSKp_WojQ,L'Appartement,Montr̩al,QC,2.5,45.499666,-73.556211
9658,daE_4Rpi0yEa-dC-Pr3TWw,Soupe Caf̩,Montr̩al,QC,3.5,45.4817384,-73.5773604
9659,qM8DIqBb4-GtdhEKZuqwxg,Angela Pizzeria & Restaurant,Montr̩al,QC,2.5,45.4948224,-73.5799237
9660,lMZIBOyq7S0HUYdGXGdmow,Carmine's Tuscany Grill,Montr̩al,QC,3,45.4790419,-73.626397
9661,6tUz_RYIa82JVvAXR5nHwQ,Olivieri,Montr̩al,QC,3.5,45.4958221,-73.6207328
9662,woNVoGxw-_wI3YxMWSmfjA,Chicken Tikka,Montr̩al,QC,4.5,45.493982,-73.5787514
9663,tr5CU8Y7UaCxgLv79nUfOA,Cultures,Montr̩al,QC,3,45.5027545,-73.5714715
9664,75YDFcZRRa6tiWji65iFzA,Restaurant Pho Hao,Montr̩al,QC,3.5,45.500939,-73.632865
9665,7ty2XiSe-cd9VbIDWZljKw,Quoi de N'��uf,Montr̩al,QC,3.5,45.481575,-73.57766
9666,jxpJpHxWXVWUK01onNXydA,Boustan,Montr̩al,QC,4,45.498098,-73.5778296
9667,nt-5SgThwwjhHTIz3yJf1w,La Foumagerie,Westmount,QC,4.5,45.478105,-73.6042023
9668,86gZV-dpM6H4JLb96TDbYA,Restaurant Nickels,Montr̩al,QC,2,45.4889878,-73.5859141
9669,XelBL_N-n-y1221tRAcZ0w,Winnie Bar Restaurant,Montr̩al,QC,3.5,45.497962,-73.576909
9670,fo0WJFqEwLCPki6jVAFTZg,Le Milsa,Montr̩al,QC,3.5,45.4972277,-73.5774177
9671,T5jfvzHO6QdGudY61PYlDw,Oriental Cactus,Montreal,QC,3,45.4962532,-73.5774607
9672,NzKKnQSExgMXy6uFsemzXg,McDonald's,Montr̩al,QC,4,45.5007414,-73.6311554
9673,fdKXdj2L3DiyHvqHw6FCvg,Restaurant Santa Lucia,Montr̩al,QC,3.5,45.4989662,-73.5731246
9674,sPjHIvWqog_W7vU6uMNT-w,Pekarna,Montr̩al,QC,3.5,45.4901722,-73.5839806
9675,W01Bd3EanoqM6tWpsNEh1w,Wasabi Sushi,Montr̩al,QC,3,45.4821012,-73.6303869
9676,91tVC0j1WjKotqeBV0wg9A,Taco Supreme,Montr̩al,QC,2,45.5027545,-73.5714715
9677,m476YlEMTA3CZS9ezUwSfA,Taverne Sur Le Square,Westmount,QC,4,45.4875517,-73.5874535
9678,pNNiVpYRjGOldveDMVrXMQ,Kaizen Sushi Bar & Bio Gourmet Restaurant,Montr̩al,QC,3,45.4876197,-73.5865671
9679,qZi89e_d6RyooGH9LEvFEQ,Pizza Chez Dany,Montr̩al,QC,3.5,45.4978122,-73.5748452
9680,IxZUzrOHnVbcW3sKpU8ZtQ,Kam Ho,Montr̩al,QC,2.5,45.4963171,-73.5782911
9681,wDRvlZteKOHK2C0DG2dKAw,Magnan,Montr̩al,QC,3.5,45.4794934,-73.5718683
9682,mUraT4u496wxdlNaLmjnlg,Restaurant PM,Montr̩al,QC,3.5,45.493736,-73.579644
9683,KhBLS60PLQkPN7CHTcs8Ww,Il Campari Centro,Montr̩al,QC,4,45.4969805,-73.573126
9684,Vq_gO_Wsf90AZl0KLB_gjQ,Da Emma,Montr̩al,QC,4,45.4959596,-73.5530975
9685,My4PLwDtaEJ2A3cn5BJNdA,Dunn's Famous,Montreal,QC,3.5,45.500557,-73.5716254
9686,3MVOWIF7hnVOILwu4p_Jeg,Nickels,Montr̩al,QC,3,45.5023976,-73.5702289
9687,84tEebdFmIrDI2F8N0h2QQ,Bagels on Greene,Westmount,QC,4,45.4862525,-73.5875134
9688,Yj0fJldokZ32AX4R5a_LqA,Malhi Sweets Indian Cuisine,Montr̩al,QC,4,45.5290617,-73.6368888
9689,F2BBQrVFOiP-94gTWwzp1w,Mamma Mia Restaurant,Montr̩al,QC,4,45.476203,-73.639987
9690,OB6SUleaj9LU-sIbzJ_g0w,Le Commensal,Montr̩al,QC,3,45.50171296,-73.57101781
9691,U7p65Voo9Huj6Go_SK4fSg,Chez Carl,Verdun,QC,4,45.4668831,-73.5411881
9692,5s2e_PCD5qshfBAFoLKqLg,Chez la M̬re Michel,Montr̩al,QC,5,45.4943192,-73.5761469
9693,CCe3h2GuEg1FnqD-aikftA,Pizza Hut,Montr̩al,QC,2,45.4910947,-73.648856
9694,849TBimiH2RS0IpoQbKtag,Kashima Restaurant,Westmount,QC,4,45.4864523,-73.5887123
9695,tkauntftbXvZznaKCtrgPg,Restaurant Le Parchemin,Montr̩al,QC,4,45.5038213,-73.5707385
9696,16XhwkdJ0lEiPEb418WHfw,La Croissanterie Linda,Montr̩al,QC,4.5,45.4927355,-73.5807708
9697,GS3qYe4B0wAqM7gTEP5yEQ,Pho 198,Montr̩al,QC,4,45.4955724,-73.6205803
9698,4vOtRVg7yr_IyXzNAv6p1w,Restaurant Elatos Souvlaki,Montr̩al,QC,5,45.5315699,-73.6353923
9699,GmjYpenAJhfL6ice5Hl31A,Presse Cafe,Montr̩al,QC,3,45.5016336,-73.5740029
9700,qQjnoumX6T_pBH47Cx6MDA,Chez Cora,Montr̩al,QC,2.5,45.4998766,-73.6306229
9701,gCEOkmi1TSiW0OmwJEWrLA,Restaurant Parthenon,Verdun,QC,3.5,45.4667259,-73.5434505
9702,hg2q5fJNH1c-CYZWT1Sc4g,Pizza Il Focolaio,Montreal,QC,4,45.5040151,-73.5681774
9703,DUxibGmcvaYhg1k46cnBiA,Brulerie Urbaine,Montr̩al,QC,3.5,45.4956956,-73.6213793
9704,7taQu_NKlOW9lSrt7ZyXyw,Restaurant Sushi Mou-Shi,Montr̩al,QC,3.5,45.4846179,-73.6305373
9705,94ClwBungsBEzhN0jED5gA,Restaurant Yakatabune,Montr̩al,QC,5,45.4967947,-73.6237951
9706,_TrH0m2TleO0pz46rjGSzQ,Zestos Pizza,Montr̩al,QC,4,45.5025316,-73.5703432
9707,WMBxsT--UhbbALJItJ-ABg,Cafe Vasco Da Gama,Montr̩al,QC,4,45.5006345,-73.5745293
9708,qTlEWzrv5ONv6wbDp9K4Sg,Thai Express,Montr̩al,QC,2.5,45.5012661,-73.57239
9709,MrS0THfMkLQRMECwq_hE5w,Pizzeria Angela,Montr̩al,QC,3,45.4948224,-73.5799237
9710,kvrITnWyepqlf1UZl2caCQ,Carlos & Pepes,Montr̩al,QC,2,45.5001559,-73.5736636
9711,ui-RIwga_tLd5fZeQyf5rg,Cavallaro,Westmount,QC,3,45.4787453,-73.6039207
9712,vsT7dxmQFk74l6QKsiWOVA,Firegrill Steakhouse & Bar,Montr̩al,QC,3,45.5000119,-73.5751515
9713,I5o1dAdPpDuMPKTv5Ba6Qw,Dany Pizza,Montreal,QC,2.5,45.5078948,-73.5712594
9714,mxGrfzXVtdUwhEem494TFQ,Sakura,Montr̩al,QC,3.5,45.4992614,-73.5780665
9715,YwrvDExXXp6KFbIrdnECcg,Alpenhaus,Montr̩al,QC,3.5,45.4927134,-73.5799407
9716,U_tUbjB7a6HSou9GJhFHYA,Dairy Queen,Westmount,QC,3,45.4783292,-73.6039418
9717,IOWc8aOdw3ej9uYnu2TDGw,Trattoria Trestevere,Montr̩al,QC,4,45.4969592,-73.574872
9718,1TKO_V46aJXpUtDBRQS5Jw,Deli 500,Montr̩al,QC,2.5,45.5061379,-73.5720164
9719,XwRN1dokgVHkAm8-OSKitg,Brasserie Capri,Montr̩al,QC,3.5,45.4824311,-73.5679272
9720,ku84NWBpnfgkfpIoQJmknQ,Jus Jugo Juice,Montr̩al,QC,4.5,45.4981798,-73.5663826
9721,mjXGettPUoAxAg-vUX1CLQ,Dundees Deli & Bar & Grill,Montr̩al,QC,3,45.4981255,-73.5776935
9722,YEDU6m_75cM7vBW027W3RQ,Cafe Via Crescent,Montr̩al,QC,3,45.4974181,-73.5764698
9723,X-2k9Be825ZSVAZ3le9x3A,Chez Ennio,Montr̩al,QC,4.5,45.4926995,-73.5825746
9724,ag_Q1u9nL7VnPA8M_eQuZQ,Steak Frites St-Paul,Verdun,QC,3.5,45.4682274,-73.541752
9725,qE5KNPUkohBoP6zSveBC8Q,Restaurant Cracovie,Montr̩al,QC,4,45.49718,-73.6218417
9726,RVz2gO5tMdViTm5Fj8bQNw,Mikes Restaurant,Montr̩al,QC,2.5,45.4973125,-73.5755984
9727,x93cHWHk5xaepbZSMNi2lg,Hwang-Kum,Montr̩al,QC,4,45.4688143,-73.6188488
9728,KXzMaehr0oYn9c4gs-FSBw,Ristorante Vino Rosso,Saint-Laurent,QC,5,45.5207243,-73.7111059
9729,xUDCvZr1-Dpgm4_sL_lEpw,Quartier-Perse,Montr̩al,QC,3.5,45.479166,-73.619128
9730,0WhQ8juXQ7CwbuHGKTsFJw,Les D̩lices de l'�_le Maurice,Verdun,QC,4.5,45.4648436,-73.5674475
9731,w2HbmYX3wGR-ZGtJnisTDg,Resto Mon-Real,Montr̩al,QC,3.5,45.463423,-73.5880207
9732,RaXr6FsM_gNpOKKmaGqNIQ,Pizza Saint-Henri,Montr̩al,QC,4,45.4770135,-73.5869967
9733,XNOvqsWUDBISW7GlojmLrA,Chez Cora,Montr̩al,QC,2.5,45.4605565,-73.627005
9734,qzgkgY4x7qrzBTANzQgM3Q,Resto-Cafe Oxford,Montr̩al,QC,2.5,45.471223,-73.6145568
9735,IhDTUAFc2x8U8brTeBAeUQ,La Maison De Kebab,Montr̩al,QC,4,45.485137,-73.5806249
9736,i1HLxqjPQfR-TR3kyez7Dg,Mesquite Bbq Catering,Montr̩al,QC,4,45.4773056,-73.6150785
9737,ssoMQ-qX07Rr8Eozhm-nzA,Atlas Pizza,Montr̩al,QC,2.5,45.4672014,-73.6390809
9738,GTh-yLwHGdAgljgB3fIl0g,Lefebvre & Filles - Bouch̩es de Bonheur,Verdun,QC,4,45.4682156,-73.5669789
9739,7agWt5dYZ6GPru105HHk3w,B & M Restaurant,Montreal,QC,3,45.4698507,-73.6172675
9740,rc4mjVwefgc7eeGdjIsDnw,Restaurant Asie Moderne,Saint-Laurent,QC,4,45.5193043,-73.6974083
9741,H-aFeDAbu-dDojoskjIswA,Pizza Pinoli,Montr̩al,QC,3,45.4763753,-73.6218732
9742,dFelSjykHQOJm7Fgn8X_Wg,Crescendo,Verdun,QC,3.5,45.45482634,-73.56394808
9743,CfkVs26tVcosDI6IDxKs6w,Orange Cafe,Montr̩al,QC,3.5,45.4775642,-73.6156736
9744,H2CMlF2Ly6XYYcv1tvfMIw,Soba Sushi,Montr̩al,QC,3.5,45.4749532,-73.6082692
9745,Qb66eJjfC1wg7z4wgKrhsw,Cosmos Snack Bar,Montr̩al,QC,4.5,45.4696099,-73.618324
9746,T2W04iop1f40Cv3p5NqrBA,Monkland Grill,Montr̩al,QC,1.5,45.4698126,-73.6283138
9747,rT7j4MF8alfiBypeUAHyvA,Momesso,Montr̩al,QC,4.5,45.4697689,-73.6080366
9748,UGDonYAbwtkzZt6VG0LWhA,Restaurant Nikas,Montr̩al,QC,4,45.4678549,-73.6214081
9749,J75FS3nR6jc_PKNtk4SRcA,Restaurant Ban Lao Thai,Saint-Laurent,QC,3.5,45.51231434,-73.67969452
9750,PWAFq0t9gXgLn3RPFhthag,Ganges Restaurant,Montr̩al,QC,4.5,45.467936,-73.621392
9751,hvcoyKJ3UXOPdV-r0PGbnQ,Buffet Chinois Kim-Kwok,Saint-Laurent,QC,3.5,45.5194932,-73.7030643
9752,QShK8PFbOX1Jb9PvP82whA,Mikado,Montr̩al,QC,3.5,45.4766774,-73.6220464
9753,gmOSEPiMUdh7Xwz_piyhYg,Tim Hortons,Montr̩al,QC,1.5,45.474031,-73.608842
9754,suWHrTsio6u7puYMa2mQWg,Jean's Trinidad Foods,Montr̩al,QC,3.5,45.4687862,-73.6189047
9755,7riWzxVMm7lyhiBIGZsccQ,Jawnies,Verdun,QC,1.5,45.4461903,-73.5774163
9756,pLG9538XoYZ1A4-71XRr8Q,Paris Pho,Saint-Laurent,QC,4,45.519144,-73.6980919
9757,#NAME?,Zappy Pizza,Verdun,QC,3.5,45.46288686,-73.56388053
9758,9_LFB8ETd2Jdz_9-sDkkew,Villa Wellington Restaurant,Verdun,QC,4,45.4577868,-73.5675795
9759,zG4JMPwDlwX5YfIYAm6Z7g,La Belle Province,Montr̩al,QC,2.5,45.49584,-73.654375
9760,4nFYGjKDwQfzIdH80L2qBg,Nikos Pizza Deli,Montr̩al,QC,4.5,45.5326935,-73.7191963
9761,HXQGigFyRbwbDki7jA5uFA,Dejeuner la Terrasse,Verdun,QC,4.5,45.4555024,-73.5763832
9762,nbFp0MHifdhAfOWRtM27GA,Mr Pattie,Montr̩al,QC,5,45.4602064,-73.6543716
9763,EXc-2pkvp5gZzbm1g_XE5w,Le Coin d'Asie,Montr̩al,QC,3.5,45.4681739,-73.6197186
9764,enMYRLiwCDZJoq_TSg8pBw,Sushi Star,Montr̩al,QC,4,45.4765763,-73.6221725
9765,kOXPVtluRK7l-NXJXx2Zhg,Vinh Hing,Saint-Laurent,QC,4.5,45.5135344,-73.6812365
9766,k8Lwi5ovd9Z-7W_OKRs-ag,Restaurant Azar,Montr̩al,QC,4.5,45.4690266,-73.6192479
9767,MbsOQrvuMlv7-6-uT3rPfg,Alex H Restaurant,Montr̩al,QC,1.5,45.46765736,-73.61814668
9768,Y8QPeYwiOCedLYQrdds7HA,Resto-Bar La Belle Province,Verdun,QC,4,45.4620299,-73.5714472
9769,#NAME?,Pizza Silvana,Montr̩al,QC,2.5,45.4566195,-73.5954694
9770,OsgWuk4uuCPCthUsGZKBDA,Domino's Pizza,Saint-Laurent,QC,1.5,45.512104,-73.6778865
9771,qRhvfjC5O_3HhJWyEt4LBg,Restaurant Fay Wong,Montr̩al,QC,3.5,45.465656,-73.6534096
9772,XLwu785ixNzSdqOHH3p7Ow,Pierrette Patates,Verdun,QC,5,45.4649766,-73.570974
9773,jBU7SiLVJAmjPUBkOJvW9w,Restaurant Deli Green Stop,Montr̩al,QC,2.5,45.4570945,-73.5953406
9774,0OO33xWUYsfIzL9DU4DfXw,Restaurant Du College,Saint-Laurent,QC,3,45.5096886,-73.6749058
9775,xTluZ-CVz18esCjeMxUuGg,Al Dente Trattoria,Montr̩al,QC,4,45.4736,-73.62427
9776,jC0NfLT7f-quxStb4FL3Mg,Restaurant Ezo Daou,Montr̩al,QC,4,45.5340016,-73.6595116
9777,wtTeBuOoKI54G_E7d5mbeg,Caribbean Restaurant Montreal,Montr̩al,QC,4.5,45.474352,-73.60429
9778,LyDW8Ut94dvZ_kh0yZ2lrw,Vinnie Gambini Restaurant,Montr̩al,QC,3,45.5320777,-73.6487316
9779,7z6y1xm-8UNo35YoDFnpHQ,Restaurant Copoli,Montr̩al,QC,2.5,45.4738898,-73.6045312
9780,PcH5Psm4d7Ta-M7DF-Ocog,Subway,Montr̩al,QC,4.5,45.49479154,-73.65539226
9781,N3XhpaaNqSF18RCMS_PBNQ,Restaurant Le Maistre,Montr̩al,QC,4,45.4744548,-73.6238401
9782,s1GGIZKswMubq304kBn1aw,Garage Cafe,Verdun,QC,3.5,45.464993,-73.567425
9783,yQGcRRt_afHuwt86m7V7bA,Bangkok Express,Montr̩al,QC,2.5,45.4753235,-73.6233118
9784,I17_6efrmTE-znKllkjZOA,B̢ton Rouge Steakhouse & Bar,Montr̩al,QC,3.5,45.49465279,-73.65557134
9785,3zGyUbQR5-rm-rhyxY6gnA,Pushap,Montr̩al,QC,4.5,45.4975343,-73.6538838
9786,xW9iAfX3WYrO9OHfC3RL3Q,Dilallo Burger Original 1929,Montr̩al,QC,4,45.4503781,-73.598287
9787,9odWnAs8UfQNrdRvzL-z8g,Patisserie De Gascogne,Saint-Laurent,QC,3,45.5181414,-73.7018338
9788,_c98YKUKcD43F7oAPefM8A,Restaurant Kam DO,Saint-Laurent,QC,3,45.5140048,-73.6820886
9789,gFwdhnoC4vUWUWIB8aB0ow,Restaurant Japon Sushi Bar,Saint-Laurent,QC,2.5,45.5127875,-73.6925514
9790,dGp_zWXfAVZVz3w8Xc-0LA,Pendeli's Pizza,Saint-Laurent,QC,2.5,45.5103224,-73.6741287
9791,LtHDWK11yb-XZg6KJjxO1Q,Chalet Bar-B-Q,Montr̩al,QC,4.5,45.4728759,-73.6112929
9792,oD9HQjUmmpHoeGehGL3kWA,Kyoto Restaurants Japonais,Saint-Laurent,QC,4.5,45.5126288,-73.6794604
9793,7t7ybDNlBCMprnK-czMldQ,Harvey's Restaurants,Montr̩al,QC,3,45.495532,-73.653857
9794,YuVHssS9VHSnvOu1wza8MQ,Hot & Spicy,Montr̩al,QC,3,45.4946291,-73.6518564
9795,1eLPQ67ayM5JoV7O7mn0kQ,Restaurant Amaranto,Montr̩al,QC,4.5,45.4713633,-73.6264238
9796,-587aHcWTqF_OgPxEqHl5A,Dunn'ss Famous,Montr̩al,QC,2,45.5347018,-73.6592746
9797,dWT8Q3fK73BE4dlymQiFKg,Restaurant La Belle Province,Verdun,QC,3.5,45.4585083,-73.5674216
9798,qyfbYUs9O86L_Au7vEYtZQ,Luciano Ristorante,Verdun,QC,3.5,45.458512,-73.5719101
9799,Bh5vHCVBOzaNAM-R4WLNcw,Restaurant Shish-Kebab,Montr̩al,QC,5,45.5333472,-73.6572678
9800,LXgYuzuVgUyGids9i3pM9g,Ville Emard Pizza & Submarines,Montr̩al,QC,5,45.4576699,-73.588249
9801,eIJ_QlrzHYmfpGSEOZnHTg,Nu Art Caf̩,Verdun,QC,2.5,45.4661338,-73.5666915
9802,7P_dps4VaG9NvyQzPyr6fA,Seoul BBQ,Montr̩al,QC,4.5,45.4629931,-73.6279676
9803,hm7S4J8P-aQkai5X7UxDgA,��toile des Indes,Montr̩al,QC,4,45.4691564,-73.6181721
9804,uvEkBncrRH0tlpaWTZvrPg,Asean Garden,Montr̩al,QC,3,45.4696163,-73.6177172
9805,U4Oa4wAnw4gLjj8lWq-H3g,Lezvos West,Montr̩al,QC,2.5,45.4790952,-73.619109
9806,xxg10nphfLiKe6YqM7XqxA,Rotisserie Roasters,Montr̩al,QC,3,45.53224469,-73.64865236
9807,YUwmUzZvYhLjjyMsK6hgPA,Restaurant Kejaki,Saint-Laurent,QC,3,45.5124118,-73.680128
9808,BMdZUrfh1MTUH8tAU-vbYA,Restaurant Ellada,Montr̩al,QC,3.5,45.5314856,-73.6510409
9809,fcNzMlSgf_E7q7PnURbYpA,Il Boccalini,Saint-Laurent,QC,4,45.5122301,-73.6770437
9810,rCGdG_nepidWJ8I7aZ6JVw,J'm La Frite,Verdun,QC,3.5,45.4687558,-73.5686088
9811,VUrhKz2Ya7IdK5Xyxij2iQ,Restaurant Mikasas Sushi Bar,Montr̩al,QC,3,45.5360917,-73.6650913
9812,aD7WQU6E_tbmVmoHNwMSjg,Restaurant Chase,Montr̩al,QC,4,45.4746951,-73.6233762
9813,g90MD0-54L49vi9I0F-0vQ,Villa Du Souvlaki,Montr̩al,QC,4,45.4738484,-73.6097774
9814,ghmUxPSyEvYBQ9vpCU3k0Q,St-Viateur Bagel & Caf̩,Montr̩al,QC,4,45.4753721,-73.6230467
9815,E_ol8_CeQ6elUxqu3iQwnw,New System BBQ,Montr̩al,QC,3,45.4806558,-73.5792397
9816,RSNW8GCUOoQx45OoRjlKaQ,Poutine Lafleur,Verdun,QC,4,45.4672653,-73.5667457
9817,hUJegxUPFafSbnzTxyVemg,Benedicts Restaurant Bar,Montr̩al,QC,2,45.4716611,-73.6261888
9818,LuU5pylhr7r1eXKsiME23w,Daou,Saint-Laurent,QC,4,45.5206119,-73.7040059
9819,ROBQugKx0b0fId8D18tBkQ,Fang Chi,Montr̩al,QC,4,45.479945,-73.587611
9820,IcWHkCvHv16OeljMtduUlg,Carveli,Montr̩al,QC,4,45.4678877,-73.6510835
9821,60Wtqd_z2vWqeTNv8m6u3Q,Pho Bac No1,Verdun,QC,2,45.4577548,-73.5674925
9822,jK1KaCPL73qtWHQbcj2QdA,Restaurant Dragon de Chine,Verdun,QC,3,45.4588258,-73.5715669
9823,y3Ag93KlHY9kNxVBaj7MxA,Woodland Restaurant,Verdun,QC,4,45.45248835,-73.56810058
9824,WslFoIyLjK2kLLdwscRNlQ,Tandoor Plus,Saint-Laurent,QC,3,45.5214496,-73.7019511
9825,8CC5z_Naw5cICEkmQ7XHLg,Pasta Casareccia,Montreal,QC,3.5,45.4696099,-73.618324
9826,Ig3DGhlTDFCTfMzqGF49Og,Restaurant Fu Kam Wah,Saint-Laurent,QC,3,45.5154479,-73.6847667
9827,_DyUWCkg-rPnJMKtBWdi-w,Pizza Expreso,Verdun,QC,2.5,45.4580729,-73.5674251
9828,WaFkwnxYX0nD2oCq89_X3w,Decarie Hot Dog,Saint-Laurent,QC,4,45.5136173,-73.6814823
9829,PE43CSUfHRyRNRQHcXwsGg,Pizza Prima,Montr̩al,QC,5,45.4729518,-73.6115582
9830,W41IwQYblypuWuVHw0bWgw,Mamma's Restaurant Pizzeria,Saint-Laurent,QC,3,45.5227754,-73.6916318
9831,r1ixD4lkU7yT5107LeZ2ng,La Frita Pizzeria,Montr̩al,QC,4,45.4709416,-73.5906046
9832,csxUCYdVH0zTA8uxvw9WwA,Resto Cafe Chez Anas,Verdun,QC,2,45.4628716,-73.5711955
9833,cCPzIXzcO9NaWzO9tpMfYg,East Side Mario's,Saint-Laurent,QC,1.5,45.4984957,-73.7066222
9834,vwBF0oaGqLKkLthsIbsatA,Rasputin,Saint-Laurent,QC,4.5,45.5097977,-73.6753209
9835,6Lv8P_6pSJiWj20MNazRyA,La Belle Province,Montr̩al,QC,3.5,45.4812354,-73.5781943
9836,mJGkX8Qmqwn4bohQ1XDMEA,Cuisine Xiang,Verdun,QC,4,45.4597971,-73.5672707
9837,Li7ntbyBMFdDlxF6vO31dQ,Le Biftheque,Saint-Laurent,QC,2.5,45.483859,-73.6946229
9838,4F7b2WqA9od7HQM8A4--7Q,Greenspot Restaurant,Montr̩al,QC,3.5,45.480889,-73.5787889
9839,j1Vk1mech9C0F4FeDzlxQg,Amir,Montr̩al,QC,3,45.53405787,-73.66069149
9840,2uOY0RrqcI1fp9cE79lu3g,Cafe Joe,Montr̩al,QC,3.5,45.4848453,-73.5812753
9841,Za0-WAUs879y8Yd30H3P4A,Restaurant Bitoque,Montreal,QC,3.5,45.479332,-73.581482
9842,i8vU4OdRpsydtxYDmw6R8Q,Monkland Taverne,Montr̩al,QC,4,45.4762366,-73.6224445
9843,PjoSs8D4hpMkQKUbLm2jlg,Restaurant Nostos Souvlaki,Montr̩al,QC,4,45.5345583,-73.6614158
9844,zhANvzCjhC1UjA5Jni3yrA,Ye Olde Orchard Pub & Grill,Montr̩al,QC,3.5,45.475988,-73.622534
9845,ulA8Fa0zGsoQvgk6h-mVgA,A La Carte Express,Montr̩al,QC,2.5,45.4713187,-73.5848921
9846,93aN9CsGluif1PzqudIZYw,Casse Croute Normand,Verdun,QC,3.5,45.4572343,-73.5717131
9847,C1qFJ4kTySG5PtfJAqrA-w,Boulangerie Premiere Moisson,Montr̩al,QC,4,45.4765499,-73.6214184
9848,GBdHKOyj7iVLyTdbchCkmA,Trattoria la Villetta,Saint-Laurent,QC,4,45.5121536,-73.6940733
9849,UtQ8htjR-XbPTCEaaBjb1A,Mory's Pizza,Verdun,QC,3.5,45.4579998,-73.5717697
9850,jzZtEnChgwVqBYKMRWJgpQ,Le Baobab,Verdun,QC,4,45.4571898,-73.5673696
9851,EGsNTiWG7ZxMUrskp4-wfQ,Restaurant Miracle,Montr̩al,QC,3,45.4778253,-73.5845158
9852,bBQo9CwaNb-0m-p0YjLGbg,New Verdun Restaurant,Verdun,QC,3.5,45.4562047,-73.5720763
9853,VLON3ZLAZm5fSE50_IC_Yw,Chez Jacquie & France,Verdun,QC,3.5,45.45852094,-73.57626406
9854,6fdIB2zbASn768b5jslyoQ,Cafe La Tazza,Verdun,QC,4.5,45.4645703,-73.5666931
9855,SAtmVwCGyEi-9u8258pSxw,Burritoville,Montr̩al,QC,4,45.4977003,-73.5785383
9856,o8AzV5cBGkuzw_QGs0iVJw,Frejus St-Raphael Caf̩,Verdun,QC,4,45.4493392,-73.5725616
9857,SlQaOvHVcayTIa9JS7BwcA,Orange Julep Gibeau,Montr̩al,QC,3.5,45.49628666,-73.65730096
9858,s0q3j_-lW-rZRdgept6wZQ,Restaurant Pizza Nino,Montr̩al,QC,4,45.4530125,-73.5939225
