,b_id,Category1,Category2,Category3,Category4,Category5,Category6,Category7
4254,24949,26,34,0,0,0,0,0
4255,14447,8,0,0,0,0,0,0
4256,10577,37,0,0,0,0,0,0
4257,17091,2,33,0,0,0,0,0
4258,24062,5,24,34,0,0,0,0
4259,11677,40,24,0,0,0,0,0
4260,11561,22,8,13,0,0,0,0
4261,8741,43,5,0,0,0,0,0
4262,5108,8,0,0,0,0,0,0
4263,7978,3,6,41,1,4,0,0
4264,7899,7,0,0,0,0,0,0
4265,17784,18,8,15,0,0,0,0
4266,18936,12,0,0,0,0,0,0
4267,22497,5,4,0,0,0,0,0
4268,5784,3,7,1,0,0,0,0
4269,15287,10,4,0,0,0,0,0
4270,23600,13,0,0,0,0,0,0
4271,2488,45,2,0,0,0,0,0
4272,4037,29,0,0,0,0,0,0
4273,2105,2,0,0,0,0,0,0
4274,16311,8,0,0,0,0,0,0
4275,17427,9,0,0,0,0,0,0
4276,7708,16,5,4,0,0,0,0
4277,5030,26,0,0,0,0,0,0
4278,6188,4,0,0,0,0,0,0
4279,20997,3,14,1,17,0,0,0
4280,26550,9,0,0,0,0,0,0
4281,24449,2,0,0,0,0,0,0
4282,24329,22,0,0,0,0,0,0
4283,2462,16,7,0,0,0,0,0
4284,24251,45,19,0,0,0,0,0
4285,25434,10,11,0,0,0,0,0
4286,12850,10,24,0,0,0,0,0
4287,5472,3,41,1,0,0,0,0
4288,12526,22,8,40,0,0,0,0
4289,22520,3,1,0,0,0,0,0
4290,16726,10,16,4,0,0,0,0
4291,8603,23,0,0,0,0,0,0
4292,1197,3,1,0,0,0,0,0
4293,12145,9,3,1,27,0,0,0
4294,6025,2,0,0,0,0,0,0
4295,19764,37,0,0,0,0,0,0
4296,25263,5,40,0,0,0,0,0
4297,20235,7,0,0,0,0,0,0
4298,20626,12,13,23,0,0,0,0
4299,12476,19,0,0,0,0,0,0
4300,8279,4,0,0,0,0,0,0
4301,3854,6,0,0,0,0,0,0
4302,13678,7,0,0,0,0,0,0
4303,707,9,3,1,27,0,0,0
4304,1396,32,10,5,4,0,0,0
4305,24151,10,25,4,0,0,0,0
4306,2015,6,40,37,0,0,0,0
4307,16524,29,8,0,0,0,0,0
4308,1645,31,0,0,0,0,0,0
4309,18257,5,15,0,0,0,0,0
4310,12504,3,2,1,0,0,0,0
4311,10680,3,0,0,0,0,0,0
4312,14530,3,1,27,0,0,0,0
4313,16931,9,5,44,0,0,0,0
4314,5010,18,6,0,0,0,0,0
4315,11280,6,0,0,0,0,0,0
4316,18219,3,7,1,35,0,0,0
4317,23873,2,0,0,0,0,0,0
4318,10541,9,3,1,0,0,0,0
4319,16181,6,0,0,0,0,0,0
4320,16907,8,5,0,0,0,0,0
4321,7359,45,0,0,0,0,0,0
4322,10297,6,16,4,0,0,0,0
4323,10268,3,1,19,35,0,0,0
4324,16219,3,1,27,0,0,0,0
4325,14314,6,0,0,0,0,0,0
4326,9139,40,19,0,0,0,0,0
4327,1769,6,4,0,0,0,0,0
4328,25739,11,0,0,0,0,0,0
4329,22754,6,0,0,0,0,0,0
4330,18361,32,10,5,0,0,0,0
4331,3531,15,19,0,0,0,0,0
4332,13422,5,0,0,0,0,0,0
4333,11365,7,4,0,0,0,0,0
4334,926,7,4,0,0,0,0,0
4335,18879,28,21,36,0,0,0,0
4336,1607,9,0,0,0,0,0,0
4337,4199,18,0,0,0,0,0,0
4338,5625,2,0,0,0,0,0,0
4339,11581,9,0,0,0,0,0,0
4340,7680,12,13,0,0,0,0,0
4341,7492,3,8,5,1,0,0,0
4342,17878,4,31,0,0,0,0,0
4343,4440,9,3,5,1,27,0,0
4344,2818,3,1,17,0,0,0,0
4345,5539,43,5,0,0,0,0,0
4346,5785,10,4,0,0,0,0,0
4347,17514,3,1,4,0,0,0,0
4348,2996,10,0,0,0,0,0,0
4349,13344,8,12,19,0,0,0,0
4350,694,11,20,5,0,0,0,0
4351,5882,3,2,1,0,0,0,0
4352,14401,8,23,0,0,0,0,0
4353,22671,12,13,0,0,0,0,0
4354,14073,2,0,0,0,0,0,0
4355,1161,3,7,1,0,0,0,0
4356,7124,2,0,0,0,0,0,0
4357,3912,10,43,5,0,0,0,0
4358,3629,8,0,0,0,0,0,0
4359,14216,2,0,0,0,0,0,0
4360,5742,18,0,0,0,0,0,0
4361,24444,3,7,1,35,0,0,0
4362,11554,9,10,0,0,0,0,0
4363,8512,23,0,0,0,0,0,0
4364,14495,6,0,0,0,0,0,0
4365,17684,29,0,0,0,0,0,0
4366,5918,23,0,0,0,0,0,0
4367,2377,22,8,40,0,0,0,0
4368,19709,15,23,42,0,0,0,0
4369,21027,3,0,0,0,0,0,0
4370,15956,9,4,0,0,0,0,0
4371,18011,6,0,0,0,0,0,0
4372,21732,8,0,0,0,0,0,0
4373,4498,2,0,0,0,0,0,0
4374,11381,10,0,0,0,0,0,0
4375,8731,8,0,0,0,0,0,0
4376,21952,3,0,0,0,0,0,0
4377,16049,3,1,0,0,0,0,0
4378,11884,3,0,0,0,0,0,0
4379,20698,9,0,0,0,0,0,0
4380,1473,22,12,0,0,0,0,0
4381,5574,25,7,0,0,0,0,0
4382,4477,29,26,0,0,0,0,0
4383,7687,2,0,0,0,0,0,0
4384,13859,2,0,0,0,0,0,0
4385,8335,5,12,19,0,0,0,0
4386,995,32,5,0,0,0,0,0
4387,10880,3,0,0,0,0,0,0
4388,11513,13,0,0,0,0,0,0
4389,2720,3,1,0,0,0,0,0
4390,11424,6,0,0,0,0,0,0
4391,22137,7,0,0,0,0,0,0
4392,17168,12,19,13,0,0,0,0
4393,2427,2,0,0,0,0,0,0
4394,4994,26,42,34,0,0,0,0
4395,15543,10,20,5,0,0,0,0
4396,25956,3,41,1,0,0,0,0
4397,411,1,0,0,0,0,0,0
4398,11848,2,0,0,0,0,0,0
4399,7213,9,0,0,0,0,0,0
4400,16213,31,0,0,0,0,0,0
4401,5362,9,3,1,27,0,0,0
4402,6308,3,0,0,0,0,0,0
4403,7527,10,20,5,4,0,0,0
4404,11678,9,3,30,1,35,0,0
4405,26544,2,0,0,0,0,0,0
4406,1426,31,0,0,0,0,0,0
4407,21080,10,0,0,0,0,0,0
4408,7803,2,0,0,0,0,0,0
4409,14519,10,16,4,0,0,0,0
4410,15272,33,0,0,0,0,0,0
4411,15286,6,0,0,0,0,0,0
4412,8258,9,0,0,0,0,0,0
4413,7553,3,1,0,0,0,0,0
4414,21441,10,14,2,0,0,0,0
4415,11479,23,0,0,0,0,0,0
4416,7228,7,0,0,0,0,0,0
4417,18358,5,2,0,0,0,0,0
4418,24833,2,24,15,0,0,0,0
4419,7637,3,1,0,0,0,0,0
4420,596,11,0,0,0,0,0,0
4421,13983,1,0,0,0,0,0,0
4422,16741,28,0,0,0,0,0,0
4423,22081,8,15,0,0,0,0,0
4424,9666,36,0,0,0,0,0,0
4425,24380,10,6,0,0,0,0,0
4426,7818,7,0,0,0,0,0,0
4427,6684,6,0,0,0,0,0,0
4428,7610,9,0,0,0,0,0,0
4429,2355,11,0,0,0,0,0,0
4430,23281,22,25,12,0,0,0,0
4431,7634,9,3,1,27,17,0,0
4432,12844,4,0,0,0,0,0,0
4433,6780,10,0,0,0,0,0,0
4434,2335,2,0,0,0,0,0,0
4435,11567,9,3,1,17,0,0,0
4436,924,2,0,0,0,0,0,0
4437,16378,9,0,0,0,0,0,0
4438,15681,25,0,0,0,0,0,0
4439,6175,3,10,1,27,0,0,0
4440,25119,3,2,1,42,0,0,0
4441,4915,8,13,0,0,0,0,0
4442,13281,6,0,0,0,0,0,0
4443,1531,7,15,0,0,0,0,0
4444,20579,3,11,41,1,0,0,0
4445,17437,23,0,0,0,0,0,0
4446,26213,11,13,0,0,0,0,0
4447,1072,2,0,0,0,0,0,0
4448,3635,18,0,0,0,0,0,0
4449,17376,8,0,0,0,0,0,0
4450,24218,32,11,5,0,0,0,0
4451,5332,22,8,40,0,0,0,0
4452,2425,6,0,0,0,0,0,0
4453,17455,12,13,0,0,0,0,0
4454,24150,2,0,0,0,0,0,0
4455,2204,2,0,0,0,0,0,0
4456,1375,23,0,0,0,0,0,0
4457,4023,10,0,0,0,0,0,0
4458,16095,6,0,0,0,0,0,0
4459,24810,9,0,0,0,0,0,0
4460,14378,2,0,0,0,0,0,0
4461,781,12,0,0,0,0,0,0
4462,5211,12,19,0,0,0,0,0
4463,12246,3,1,17,0,0,0,0
4464,4295,3,7,1,35,0,0,0
4465,16912,15,0,0,0,0,0,0
4466,7133,6,0,0,0,0,0,0
4467,17460,7,0,0,0,0,0,0
4468,19768,12,13,0,0,0,0,0
4469,22872,9,3,1,15,17,0,0
4470,11958,28,21,34,0,0,0,0
4471,19784,37,34,0,0,0,0,0
4472,1654,8,0,0,0,0,0,0
4473,8254,18,6,19,0,0,0,0
4474,23062,9,3,5,1,0,0,0
4475,7572,6,0,0,0,0,0,0
4476,11449,10,0,0,0,0,0,0
4477,14087,6,14,4,0,0,0,0
4478,5566,5,7,0,0,0,0,0
4479,3718,2,0,0,0,0,0,0
4480,1545,15,0,0,0,0,0,0
4481,14622,9,3,1,27,0,0,0
4482,24376,3,1,0,0,0,0,0
4483,4936,15,0,0,0,0,0,0
4484,13929,2,0,0,0,0,0,0
4485,5820,3,1,4,17,0,0,0
4486,11819,9,3,1,27,17,0,0
4487,25671,24,4,0,0,0,0,0
4488,7590,7,0,0,0,0,0,0
4489,22659,22,13,0,0,0,0,0
4490,1747,23,0,0,0,0,0,0
4491,361,2,0,0,0,0,0,0
4492,841,12,13,0,0,0,0,0
4493,16441,7,0,0,0,0,0,0
4494,11469,29,8,15,0,0,0,0
4495,11256,6,7,0,0,0,0,0
4496,5876,6,0,0,0,0,0,0
4497,23884,9,6,24,0,0,0,0
4498,15625,2,0,0,0,0,0,0
4499,6090,13,0,0,0,0,0,0
4500,12115,29,8,0,0,0,0,0
4501,15715,45,0,0,0,0,0,0
4502,3416,28,21,0,0,0,0,0
4503,2388,3,0,0,0,0,0,0
4504,8465,20,5,0,0,0,0,0
4505,20816,8,0,0,0,0,0,0
4506,8257,21,0,0,0,0,0,0
4507,7486,15,0,0,0,0,0,0
4508,8580,8,0,0,0,0,0,0
4509,8683,6,0,0,0,0,0,0
4510,25696,8,0,0,0,0,0,0
4511,7568,25,0,0,0,0,0,0
4512,16318,5,4,0,0,0,0,0
4513,12656,29,8,0,0,0,0,0
4514,19624,9,3,6,1,35,0,0
4515,12717,37,0,0,0,0,0,0
4516,22748,3,0,0,0,0,0,0
4517,10651,10,0,0,0,0,0,0
4518,22943,14,0,0,0,0,0,0
4519,9154,9,0,0,0,0,0,0
4520,11624,9,0,0,0,0,0,0
4521,8583,8,0,0,0,0,0,0
4522,2598,7,24,0,0,0,0,0
4523,24441,22,3,1,0,0,0,0
4524,12364,7,0,0,0,0,0,0
4525,17610,2,0,0,0,0,0,0
4526,23870,3,0,0,0,0,0,0
4527,12525,4,0,0,0,0,0,0
4528,7918,18,0,0,0,0,0,0
4529,22580,2,0,0,0,0,0,0
4530,4837,9,0,0,0,0,0,0
4531,5813,37,0,0,0,0,0,0
4532,13996,10,0,0,0,0,0,0
4533,18713,6,5,0,0,0,0,0
4534,8457,8,0,0,0,0,0,0
4535,22048,3,2,1,0,0,0,0
4536,11695,3,1,17,0,0,0,0
4537,19636,7,0,0,0,0,0,0
4538,23137,9,3,1,27,17,0,0
4539,22824,28,0,0,0,0,0,0
4540,8044,19,0,0,0,0,0,0
4541,4975,3,45,1,15,0,0,0
4542,1814,16,7,4,0,0,0,0
4543,9118,7,0,0,0,0,0,0
4544,1150,7,0,0,0,0,0,0
4545,9113,11,20,5,4,0,0,0
4546,5995,9,0,0,0,0,0,0
4547,15693,10,6,24,0,0,0,0
4548,5474,7,0,0,0,0,0,0
4549,4285,3,28,36,1,0,0,0
4550,9186,25,0,0,0,0,0,0
4551,14680,2,0,0,0,0,0,0
4552,4891,7,0,0,0,0,0,0
4553,8291,4,0,0,0,0,0,0
4554,15550,6,0,0,0,0,0,0
4555,20744,9,10,0,0,0,0,0
4556,16756,23,0,0,0,0,0,0
4557,11617,9,3,14,1,27,0,0
4558,25237,2,0,0,0,0,0,0
4559,16360,9,3,1,17,0,0,0
4560,12266,9,11,0,0,0,0,0
4561,16197,3,1,17,0,0,0,0
4562,17829,12,0,0,0,0,0,0
4563,14659,9,0,0,0,0,0,0
4564,6147,7,0,0,0,0,0,0
4565,12151,2,0,0,0,0,0,0
4566,17198,10,16,5,0,0,0,0
4567,12048,28,0,0,0,0,0,0
4568,19567,18,0,0,0,0,0,0
4569,10790,20,5,4,0,0,0,0
4570,1803,9,0,0,0,0,0,0
4571,709,3,1,0,0,0,0,0
4572,2580,2,0,0,0,0,0,0
4573,12940,28,21,36,0,0,0,0
4574,502,9,0,0,0,0,0,0
4575,10848,2,33,0,0,0,0,0
4576,19903,3,7,41,1,0,0,0
4577,22935,12,13,0,0,0,0,0
4578,22870,22,8,23,0,0,0,0
4579,9486,29,26,36,0,0,0,0
4580,12314,22,8,0,0,0,0,0
4581,8307,2,0,0,0,0,0,0
4582,12211,10,30,0,0,0,0,0
4583,22442,2,0,0,0,0,0,0
4584,24523,21,36,0,0,0,0,0
4585,6239,29,0,0,0,0,0,0
4586,3019,3,0,0,0,0,0,0
4587,13307,9,10,0,0,0,0,0
4588,9653,3,39,1,27,0,0,0
4589,3857,19,0,0,0,0,0,0
4590,16429,9,0,0,0,0,0,0
4591,19016,20,0,0,0,0,0,0
4592,22221,22,0,0,0,0,0,0
4593,5605,25,19,0,0,0,0,0
4594,12796,10,20,5,0,0,0,0
4595,2802,9,0,0,0,0,0,0
4596,8987,5,4,44,0,0,0,0
4597,5495,3,21,1,0,0,0,0
4598,16193,8,0,0,0,0,0,0
4599,7839,13,0,0,0,0,0,0
4600,8128,3,7,1,35,0,0,0
4601,11063,2,0,0,0,0,0,0
4602,12757,29,8,0,0,0,0,0
4603,5702,6,0,0,0,0,0,0
4604,13426,3,5,1,0,0,0,0
4605,10296,39,0,0,0,0,0,0
4606,4764,13,0,0,0,0,0,0
4607,22854,9,0,0,0,0,0,0
4608,24321,29,12,13,0,0,0,0
4609,5657,19,0,0,0,0,0,0
4610,988,28,21,0,0,0,0,0
4611,15751,9,24,4,0,0,0,0
4612,14025,15,19,0,0,0,0,0
4613,11563,18,0,0,0,0,0,0
4614,22329,2,0,0,0,0,0,0
4615,14601,8,0,0,0,0,0,0
4616,2794,9,0,0,0,0,0,0
4617,17717,5,44,0,0,0,0,0
4618,11875,23,0,0,0,0,0,0
4619,11777,2,0,0,0,0,0,0
4620,8732,24,4,0,0,0,0,0
4621,23612,3,0,0,0,0,0,0
4622,8106,9,5,0,0,0,0,0
4623,14498,4,0,0,0,0,0,0
4624,13825,32,5,0,0,0,0,0
4625,17485,16,4,0,0,0,0,0
4626,990,10,16,5,0,0,0,0
4627,12225,30,0,0,0,0,0,0
4628,13752,2,15,0,0,0,0,0
4629,1656,10,30,0,0,0,0,0
4630,11439,10,30,0,0,0,0,0
4631,17321,6,4,0,0,0,0,0
4632,25478,1,0,0,0,0,0,0
4633,14068,4,0,0,0,0,0,0
4634,1811,10,6,0,0,0,0,0
4635,11528,3,0,0,0,0,0,0
4636,7859,2,0,0,0,0,0,0
4637,4264,7,0,0,0,0,0,0
4638,14525,13,0,0,0,0,0,0
4639,623,15,0,0,0,0,0,0
4640,17600,3,0,0,0,0,0,0
4641,7003,29,15,0,0,0,0,0
4642,5325,7,0,0,0,0,0,0
4643,23288,26,0,0,0,0,0,0
4644,5767,3,2,1,0,0,0,0
4645,10328,18,0,0,0,0,0,0
4646,830,23,0,0,0,0,0,0
4647,12247,15,0,0,0,0,0,0
4648,18276,2,0,0,0,0,0,0
4649,10476,2,0,0,0,0,0,0
4650,22314,22,3,8,1,35,0,0
4651,18929,9,0,0,0,0,0,0
4652,8544,6,36,0,0,0,0,0
4653,18433,9,0,0,0,0,0,0
4654,19840,2,34,0,0,0,0,0
4655,2813,10,0,0,0,0,0,0
4656,19940,28,21,24,0,0,0,0
4657,1254,8,0,0,0,0,0,0
4658,12693,1,0,0,0,0,0,0
4659,7937,6,0,0,0,0,0,0
4660,24242,9,3,1,0,0,0,0
4661,1432,24,4,0,0,0,0,0
4662,7174,18,0,0,0,0,0,0
4663,8401,4,0,0,0,0,0,0
4664,8682,9,3,14,1,17,0,0
4665,6900,7,0,0,0,0,0,0
4666,20241,8,0,0,0,0,0,0
4667,22558,9,10,34,0,0,0,0
4668,17801,6,0,0,0,0,0,0
4669,16125,7,0,0,0,0,0,0
4670,4328,22,23,31,0,0,0,0
4671,14502,7,0,0,0,0,0,0
4672,14618,2,0,0,0,0,0,0
4673,7024,1,0,0,0,0,0,0
4674,23314,9,0,0,0,0,0,0
4675,26141,7,0,0,0,0,0,0
4676,25683,15,0,0,0,0,0,0
4677,4520,5,12,44,0,0,0,0
4678,25128,8,0,0,0,0,0,0
4679,8332,10,16,5,0,0,0,0
4680,9013,26,0,0,0,0,0,0
4681,18722,7,0,0,0,0,0,0
4682,21194,6,0,0,0,0,0,0
4683,3739,2,0,0,0,0,0,0
4684,8048,2,0,0,0,0,0,0
4685,9710,2,0,0,0,0,0,0
4686,17229,10,30,0,0,0,0,0
4687,7415,32,20,5,4,0,0,0
4688,8162,10,4,0,0,0,0,0
4689,12272,9,3,1,0,0,0,0
4690,616,8,0,0,0,0,0,0
4691,16745,8,0,0,0,0,0,0
4692,23058,24,0,0,0,0,0,0
4693,2344,19,0,0,0,0,0,0
4694,11343,43,5,0,0,0,0,0
4695,2589,23,42,34,0,0,0,0
4696,9088,37,0,0,0,0,0,0
4697,24249,15,0,0,0,0,0,0
4698,8053,3,2,1,17,0,0,0
4699,7034,3,11,28,1,0,0,0
4700,5061,23,0,0,0,0,0,0
4701,1134,7,4,0,0,0,0,0
4702,17681,8,15,0,0,0,0,0
4703,4075,10,5,4,0,0,0,0
4704,19802,9,22,8,0,0,0,0
4705,20627,12,0,0,0,0,0,0
4706,5099,2,0,0,0,0,0,0
4707,11388,29,0,0,0,0,0,0
4708,15592,10,0,0,0,0,0,0
4709,2684,21,36,0,0,0,0,0
4710,6595,2,0,0,0,0,0,0
4711,19425,10,5,4,0,0,0,0
4712,22013,10,40,34,0,0,0,0
4713,15758,2,0,0,0,0,0,0
4714,11242,18,0,0,0,0,0,0
4715,1821,9,3,1,17,0,0,0
4716,18935,8,0,0,0,0,0,0
4717,18615,6,0,0,0,0,0,0
4718,14207,7,0,0,0,0,0,0
4719,18703,45,0,0,0,0,0,0
4720,26551,9,0,0,0,0,0,0
4721,23916,3,12,41,1,13,0,0
4722,24835,12,0,0,0,0,0,0
4723,5329,6,0,0,0,0,0,0
4724,11220,26,0,0,0,0,0,0
4725,5936,1,0,0,0,0,0,0
4726,139,7,0,0,0,0,0,0
4727,8454,3,0,0,0,0,0,0
4728,2466,2,0,0,0,0,0,0
4729,1410,31,0,0,0,0,0,0
4730,11371,3,7,41,1,0,0,0
4731,15884,3,1,17,0,0,0,0
4732,66,21,0,0,0,0,0,0
4733,25428,32,10,5,40,0,0,0
4734,2038,8,42,0,0,0,0,0
4735,3386,9,0,0,0,0,0,0
4736,7664,24,4,0,0,0,0,0
4737,22496,18,6,14,0,0,0,0
4738,8531,31,0,0,0,0,0,0
4739,20670,21,0,0,0,0,0,0
4740,22020,11,20,5,0,0,0,0
4741,7935,2,0,0,0,0,0,0
4742,16418,5,0,0,0,0,0,0
4743,10590,9,0,0,0,0,0,0
4744,12564,9,21,34,0,0,0,0
4745,18977,10,28,0,0,0,0,0
4746,19181,7,0,0,0,0,0,0
4747,941,12,0,0,0,0,0,0
4748,1672,8,12,13,0,0,0,0
4749,23939,16,25,7,0,0,0,0
4750,6494,3,7,1,35,0,0,0
4751,4482,3,1,27,0,0,0,0
4752,10332,40,0,0,0,0,0,0
4753,7212,23,0,0,0,0,0,0
4754,22602,9,3,1,0,0,0,0
4755,13485,9,14,4,0,0,0,0
4756,22735,21,0,0,0,0,0,0
4757,23872,16,0,0,0,0,0,0
4758,1348,16,5,0,0,0,0,0
4759,165,13,0,0,0,0,0,0
4760,17858,10,0,0,0,0,0,0
4761,18353,23,0,0,0,0,0,0
4762,20091,12,13,0,0,0,0,0
4763,10953,15,0,0,0,0,0,0
4764,12690,9,1,0,0,0,0,0
4765,9490,10,0,0,0,0,0,0
4766,24245,6,14,0,0,0,0,0
4767,17314,11,5,0,0,0,0,0
4768,21057,4,0,0,0,0,0,0
4769,21970,9,3,1,0,0,0,0
4770,13167,4,0,0,0,0,0,0
4771,8076,3,1,17,0,0,0,0
4772,7476,3,6,1,0,0,0,0
4773,1946,2,0,0,0,0,0,0
4774,16122,21,34,0,0,0,0,0
4775,5640,22,0,0,0,0,0,0
4776,13340,10,30,0,0,0,0,0
4777,21839,9,0,0,0,0,0,0
4778,2228,19,0,0,0,0,0,0
4779,13649,8,23,0,0,0,0,0
4780,1761,9,20,5,0,0,0,0
4781,16663,3,0,0,0,0,0,0
4782,18934,10,20,5,4,0,0,0
4783,22357,3,7,1,35,0,0,0
4784,1248,8,0,0,0,0,0,0
4785,2766,18,5,44,0,0,0,0
4786,10277,6,0,0,0,0,0,0
4787,11898,3,2,1,0,0,0,0
4788,19041,23,0,0,0,0,0,0
4789,18663,2,0,0,0,0,0,0
4790,10301,6,0,0,0,0,0,0
4791,5991,8,0,0,0,0,0,0
4792,12276,2,0,0,0,0,0,0
4793,11403,7,0,0,0,0,0,0
4794,15475,3,1,17,0,0,0,0
4795,19401,4,0,0,0,0,0,0
4796,21772,7,0,0,0,0,0,0
4797,3255,22,23,0,0,0,0,0
4798,5034,15,19,0,0,0,0,0
4799,3245,3,14,1,0,0,0,0
4800,15573,10,0,0,0,0,0,0
4801,2651,3,7,1,24,35,0,0
4802,19653,23,31,0,0,0,0,0
4803,5318,3,14,1,17,0,0,0
4804,25390,3,7,1,0,0,0,0
4805,6486,2,0,0,0,0,0,0
4806,17629,40,0,0,0,0,0,0
4807,5946,2,0,0,0,0,0,0
4808,8230,15,0,0,0,0,0,0
4809,13829,3,0,0,0,0,0,0
4810,23805,2,0,0,0,0,0,0
4811,15988,3,30,1,17,0,0,0
4812,7144,38,0,0,0,0,0,0
4813,15530,4,0,0,0,0,0,0
4814,17051,10,11,0,0,0,0,0
4815,20122,9,0,0,0,0,0,0
4816,24897,7,0,0,0,0,0,0
4817,6237,16,4,0,0,0,0,0
4818,1774,2,0,0,0,0,0,0
4819,1976,3,1,19,0,0,0,0
4820,1192,6,4,0,0,0,0,0
4821,17351,13,0,0,0,0,0,0
4822,2202,3,1,19,0,0,0,0
4823,8387,7,0,0,0,0,0,0
4824,22134,9,3,1,0,0,0,0
4825,2244,3,0,0,0,0,0,0
4826,5963,29,0,0,0,0,0,0
4827,24722,22,0,0,0,0,0,0
4828,7646,12,13,0,0,0,0,0
4829,12843,2,0,0,0,0,0,0
4830,15450,23,0,0,0,0,0,0
4831,11693,9,0,0,0,0,0,0
4832,22101,25,15,0,0,0,0,0
4833,8481,7,0,0,0,0,0,0
4834,23959,9,2,0,0,0,0,0
4835,16443,8,0,0,0,0,0,0
4836,18221,10,20,5,0,0,0,0
4837,16922,3,8,5,1,0,0,0
4838,15864,9,32,5,4,0,0,0
4839,64,1,0,0,0,0,0,0
4840,15940,9,3,7,41,1,0,0
4841,22345,5,44,31,0,0,0,0
4842,5756,26,42,34,0,0,0,0
4843,12752,3,1,33,0,0,0,0
4844,16457,18,0,0,0,0,0,0
4845,11260,28,21,1,0,0,0,0
4846,6123,5,4,0,0,0,0,0
4847,7423,3,14,1,17,0,0,0
4848,3573,32,10,5,0,0,0,0
4849,11704,43,5,0,0,0,0,0
4850,13065,3,1,0,0,0,0,0
4851,3671,19,0,0,0,0,0,0
4852,5089,15,0,0,0,0,0,0
4853,14472,6,4,0,0,0,0,0
4854,12920,10,16,5,0,0,0,0
4855,6876,8,0,0,0,0,0,0
4856,24542,3,2,1,0,0,0,0
4857,20719,18,0,0,0,0,0,0
4858,16294,11,0,0,0,0,0,0
4859,6204,7,0,0,0,0,0,0
4860,15557,8,0,0,0,0,0,0
4861,5741,2,0,0,0,0,0,0
4862,18630,6,4,0,0,0,0,0
4863,25257,9,3,1,0,0,0,0
4864,8542,29,0,0,0,0,0,0
4865,17510,10,2,0,0,0,0,0
4866,3384,16,4,0,0,0,0,0
4867,2728,2,0,0,0,0,0,0
4868,7280,15,19,0,0,0,0,0
4869,12000,8,0,0,0,0,0,0
4870,5409,23,0,0,0,0,0,0
4871,17338,21,0,0,0,0,0,0
4872,22665,3,43,5,7,1,35,0
4873,3516,3,1,17,0,0,0,0
4874,4187,4,0,0,0,0,0,0
4875,14630,37,4,0,0,0,0,0
4876,24875,5,0,0,0,0,0,0
4877,192,23,0,0,0,0,0,0
4878,15470,21,36,0,0,0,0,0
4879,20288,18,6,0,0,0,0,0
4880,2499,26,42,34,0,0,0,0
4881,7843,2,0,0,0,0,0,0
4882,11398,5,44,0,0,0,0,0
4883,11646,31,0,0,0,0,0,0
4884,1893,2,0,0,0,0,0,0
4885,7801,7,19,0,0,0,0,0
4886,19902,2,0,0,0,0,0,0
4887,10426,5,4,0,0,0,0,0
4888,7851,3,7,1,24,35,0,0
4889,2133,7,15,0,0,0,0,0
4890,12552,7,0,0,0,0,0,0
4891,205,26,0,0,0,0,0,0
4892,9358,11,0,0,0,0,0,0
4893,7970,2,0,0,0,0,0,0
4894,14185,6,5,0,0,0,0,0
4895,20190,7,0,0,0,0,0,0
4896,15847,14,4,0,0,0,0,0
4897,5722,8,2,0,0,0,0,0
4898,3219,8,0,0,0,0,0,0
4899,8644,12,13,0,0,0,0,0
4900,6167,12,13,0,0,0,0,0
4901,7707,30,0,0,0,0,0,0
4902,17770,11,16,0,0,0,0,0
4903,7242,10,20,5,0,0,0,0
4904,22721,3,10,11,1,0,0,0
4905,4966,7,0,0,0,0,0,0
4906,11745,7,0,0,0,0,0,0
4907,2001,2,0,0,0,0,0,0
4908,7639,3,0,0,0,0,0,0
4909,12749,3,0,0,0,0,0,0
4910,23476,7,0,0,0,0,0,0
4911,3866,6,14,0,0,0,0,0
4912,7931,13,0,0,0,0,0,0
4913,17815,10,20,5,0,0,0,0
4914,22379,20,5,0,0,0,0,0
4915,3339,31,0,0,0,0,0,0
4916,14548,9,10,0,0,0,0,0
4917,10832,15,0,0,0,0,0,0
4918,1337,10,0,0,0,0,0,0
4919,5598,12,13,0,0,0,0,0
4920,8594,10,0,0,0,0,0,0
4921,6132,12,13,0,0,0,0,0
4922,20376,2,0,0,0,0,0,0
4923,4069,8,0,0,0,0,0,0
4924,3803,2,0,0,0,0,0,0
4925,13820,4,0,0,0,0,0,0
4926,19422,2,0,0,0,0,0,0
4927,24307,10,30,0,0,0,0,0
4928,2744,3,25,1,35,0,0,0
4929,6836,8,0,0,0,0,0,0
4930,7744,7,0,0,0,0,0,0
4931,5847,12,13,0,0,0,0,0
4932,18451,8,0,0,0,0,0,0
4933,8158,38,13,0,0,0,0,0
4934,8664,10,16,4,0,0,0,0
4935,19787,10,30,0,0,0,0,0
4936,5168,28,21,36,0,0,0,0
4937,22755,9,10,5,0,0,0,0
4938,12629,6,0,0,0,0,0,0
4939,20202,9,0,0,0,0,0,0
4940,25471,5,24,4,0,0,0,0
4941,15837,39,0,0,0,0,0,0
4942,23055,9,3,1,35,0,0,0
4943,19330,9,0,0,0,0,0,0
4944,16569,8,0,0,0,0,0,0
4945,2336,28,21,0,0,0,0,0
4946,24503,25,0,0,0,0,0,0
4947,18856,3,1,17,19,0,0,0
4948,24134,9,5,0,0,0,0,0
4949,327,10,37,0,0,0,0,0
4950,8097,3,0,0,0,0,0,0
4951,331,3,0,0,0,0,0,0
4952,9791,18,0,0,0,0,0,0
